고유번호,노선,노선명칭,역명칭,운행방향1,운행방향2,엘리베이터 자막,사용여부,출구정보,전화번호
122,2,2호선,선릉,시청,시청,"승강기 위치는 5번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오      좌측 방향으로 이동하신 후      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@대치동, 서울강남고용센터, 국민연금공단 강남역지사, 기업은행 테헤란로중앙지점, 근로복지공단 서울강남지사||,||2@한국학원,광혜병원,문화문고,그랜드백화점,||,||3@개나리아파트,계몽문화센터,||,||4@진선여중.고교, 국민건강보험공단 강남동부지사, 기업은행 선릉지점, 성보아파트, 개나리아파트, 기술보증기금 강남기술평가센터, 신용보증기금 테헤란로지점||,||5@공무원연금공단, 한국기술센터, 한국정책방송원(KTV), 한국토지신탁, 서울지방노동위원회, 서울세관방면||,||6@역릉파출소,강남보건소,서릉필병원||,||7@선정릉,강남구청,뉴월드호텔,유네스코한국위원회,||,||8@보람은행,삼성금융플라자,삼성세무서,강남등기소,||",긴급전화(역무실) : 02-6110-2201
359,8,8호선,석촌,암사,모란,승강기 위치는 세종한의원 주변 1번출구 쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 송파 방면 승강장 위치입니다.,Y,"||1@잠실방면, 석촌호수방면||,||2@올림픽공원방면, 방이동방면||,||3@올림픽공원방면, 방이동방면, 송파제1동사무소||,||4@성남방면, 가락동방면||,||5@성남방면, 농수산물종합도매시장||,||6@서울종합운동장방면, 백제고분||,||7@서울종합운동장방면, 백제고분 ||,||8@잠실방면||",긴급전화(역무실) : 02-6311-8151
358,8,8호선,송파,암사,모란,승강기 위치는 중대초등학교 주변 2번출구 쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 가락시장 방면 승강장 위치입니다.,Y,"||1@잠실방면, 일신여중상고||,||2@남부순환로방면||,||3@성남방면, 농수산물종합도매시장||,||4@잠실방면, 가락초등학교||",긴급전화(역무실) : 02-6311-8161
354,8,8호선,복정,암사,모란,"승강기 위치는 복정역 4번출구 쪽에 있습니다.    4번출구 장애인리프트를 이용하십시오.    엘리베이터에 내리셔서 좌측으로 직진하시면 개찰구가 보입니다.    개찰구에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 장지, 산성 방면 승강장 위치입니다.",Y,"||1@잠실방면, 장지동||,||2@남한산성방면, 복정동||,||3@양재, 세곡동||,||4@가락시장, 장지동||",긴급전화(역무실) : 02-6311-8201
353,8,8호선,산성,암사,모란,승강기 위치는 산성역사거리 주변 3번출구 쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에서 직진하시면 개찰구가 보입니다.    개찰구에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하2층 대합실로 내려오십시오.    지하2층 대합실에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 남한산성 방면 승강장 위치입니다.,Y,"||1@남한산성방면, 산성파출소, 성남기능대학||,||2@성남시청, 수정구청, 산성동, 산성동사무소||,||3@성남시청방면, 수정구청방면, 신흥2동||",긴급전화(역무실) : 02-6311-8211
352,8,8호선,남한산성입구,암사,모란,승강기 위치는 남한산성역 4번출구 쪽에 있습니다.    4번출구 장애인리프트를 이용하십시오.    장애인리프트에 내리셔서 직진하시면 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 대합실에 내리십시오.    지하2층에서 직진하시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 단대오거리 방면 승강장 위치입니다,Y,"||1@남한산성, 은행2동||,||2@모란방면, 금광2동||,||3@모란방면, 단대동, 단대동사무소||,||4@남한산성방면, 법원성남지원, 단대우체국||",긴급전화(역무실) : 02-6311-8221
351,8,8호선,단대오거리,암사,모란,승강기 위치는 벽산프라자 주변 3번출구 쪽에 있습니다.      3번출구 엘리베이터를 이용하십시오.      엘리베이터에 내리셔서 직진하시면 우측에 엘리베이터가 보입니다.      엘리베이터를 이용하시어 승강장으로 내려오십시오.      승강장에 내리시면 남한산성 방면 승강장 위치입니다.,Y,"||1@남한산성, 금광2동, 금광우체국||,||2@산업제2,3단지방면, 금광1동||,||3@모란방면, 중동, 중동파출소||,||4@모란방면, 산업제1단지||,||5@희망대공원방면, 신흥2동||,||6@희망대공원방면, 성남세무서||,||7@남한산성방면, 단대동, 성남전화국||",긴급전화(역무실) : 02-6311-8231
348,8,8호선,모란,암사,모란,승강기 위치는 수진동우체국 주변 11번출구 쪽에 있습니다.    11번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 수진 방면 승강장 위치입니다,Y,"||1@성남종합운동장, 중원구청, 성남동||,||2@성남중부경찰서, 수진2동||,||3@성남중부경찰서, 모란전화국||,||4@수진동우체국, 성남소방서||",긴급전화(역무실) : 02-6311-8261
441,13,9호선,염창,개화,신논현,,Y,"||1@염창동 우체국, 적십자 헌혈의집(중앙혈액원), IBK기업은행, 염창교회||,||2@염창동 방면||,||3@목동도심소공원, ㈜아이템베이, 성문교회||,||4@목2동 주민센터, 양화 초등학교||",긴급전화(역무실) : 02-2656-0910
317,7,7호선,중화,장암,온수,승강기 위치는 3번출구 뒤쪽에 있습니다.    좌측으로 이동하여 개찰구를 통과하십시오.    먹골 방면으로 가실 분은 승강기를 이용하여 승강장으로 내려가십시오.    상동 방면으로 가실 분은 지하2층 대합실에서 내리십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@중화1동사무소, 동화은행, 현대자동차영업소 ||,||2@조흥은행, 기아자동차, 신내동방향, 한신아파트 ||,||3@오성주유소, 주택은행, 태릉성심병원, 태릉시장, 이문동방향 ||,||4@중화3동사무소, 한일은행, 중소기업은행, 제일웨딩프라자 ||",긴급전화(역무실) : 02-6311-7191
319,7,7호선,면목,장암,온수,승강기 위치는 3번출구 뒤쪽에 있습니다.    좌측으로 이동하시면 승강기가 있습니다.    상봉 방면으로 가실 분은 승강기를 이용하여 승강장으로 내려가십시오.    사가정 방면으로 가실 분은 지하3층 대합실에서 내리십시오.    정면에 있는 승강기를 이용하시어 승강장으로 내려가십시오.,Y,"||1@면목초등학교, 면목제1동 ||,||2@면목제6동 ||,||3@면목제1동사무소 ||",긴급전화(역무실) : 02-6311-7211
320,7,7호선,사가정,장암,온수,승강기 위치는 3번출구 뒤쪽에 있습니다.    내려오신 후 좌측 방면으로 이동하시면 승강기가 있습니다.    용마산 방면으로 가실 분은 승강기를 이용하여 승강장으로 내려가십시오.    면목 방면으로 가실 분은 지하3층 대합실에서 내리십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@면목3동, 면목우체국, 조흥은행, 새마을금고, 서울기독병원, 면목초등학교  ||,||2@면목7동사무소, 면남초등학교, 축협, 국민은행, 면목시장 ||",긴급전화(역무실) : 02-6311-7221
321,7,7호선,용마산,장암,온수,승강기 위치는 1번출구 뒤쪽에 있습니다.    좌측으로 이동하시어 개찰구를 통과하시면 승강기가 있습니다.    중곡 방면으로 가실 분은 승강기를 이용하여 승강장으로 내려가십시오.    사가정 방면으로 가실 분은 지하3층 대합실에서 내리십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@새마을금고, 중랑구민회관, 중곡초등학교 ||,||2@용마돌산공원, 면목아파트, 면목복지회관, 부동산랜드(용마산점)||,||3@동부근로청소년회관 ||",긴급전화(역무실) : 02-6311-7231
324,7,7호선,어린이대공원,장암,온수,승강기 위치는 1번출구 쪽에 있습니다.    직진 후 좌측에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@어린이대공원 ||,||2@구의제2동방면 ||,||3@건국대학교방면 ||,||4@화양동사무소 ||,||5@화양시장 ||,||6@세종대학교 ||",긴급전화(역무실) : 02-6311-7261
325,7,7호선,건대입구,장암,온수,리프트 위치는 3번출구 쪽에 있습니다.    어린이대공원 방면으로 가실 분은 리프트를 이용하여 지하2층으로 내려가십시오.    좌측으로 이동하신 후 개찰구를 통과하시면 좌측에 승강장이 있습니다.    리프트 위치는 2번출구 쪽에 있습니다.    뚝섬유원지 방면으로 가실 분은 리프트를 이용하여 올라가십시오.    정면에 개찰구를 통과하신 후 우측에 있는 리프트를 이용하여 지하2층 승강장으로 내려가십시오,Y,"||1@화양동, 능동로 ||,||2@화양동, 건대역사거리, 건국대학교, 노유제1동 ||",긴급전화(역무실) : 02-6311-7271
423,12,인천선,인천시청,계약,동막,,Y,"||1@간석1동사무소, 인천예술고등학교, 신태양아파트, 주원고개 ||,||2@덕산아파트 ||,||3@백조예식장 ||,||4@인천광역시청, 인천광역시의회 ||,||5@인천광역시교육청, 중앙도서관 ||,||6@상인천여중교, 동인천중교, 구월서초등학교, 인천제일감리교회 ||,||7@극동아파트, 한국방송대 ||,||8@금호맨션, 송림아파트 ||,||9@성락아파트, 남인천우체국||",긴급전화(역무실) : 032-441-3124
84,2,2호선,성수,시청,시청,승강기 위치는 4번출구 쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      정면으로 이동하신 후 개찰구를 통과하십시오.      리프트를 이용하여 승강장으로 올라가십시오.,Y,"||1@성수수제화타운, 성수2가3동주민센터, 성동경찰서 성수지구대, 한국농아인협회, 롯데캐슬 현대I파크, 성수우방2차아파트||,||2@성동세무서, 성수초등학교, 성수IT종합센터, 성동중소기업종합지원센터||,||3@성수2가1동 주민센터, 경수초등학교, 경수중학교, 성원중학교, 뚝섬시장||,||4@성수우체국, 기업은행 성수동지점, 뚝섬우체국, 한국전기안전공사 서울동부지사, 성수공업고등학교, 경동초등학교||,||5@한서빌딩,서울전화건설국,성수동우체국,중소기업은행,||,||6@뚝섬유원지,성수여중,경수초등교,뚝섬우체국,||",긴급전화(역무실) : 02-6110-2111
115,2,2호선,낙성대,시청,시청,"승강기 위치는 6번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오.",Y,"||1@원당시장, 인헌중학교||,||2@인헌동||,||3@국민연금 관악동작지사, 인헌동주민센터, 현대아파트||,||4@낙성대, 서울시과학전시관||,||5@관악중학교, 동작고교, 서울행림초등학교||,||6@행운동, 까치고개||,||7@행운동||,||8@사당방면, 서울미술고교||",긴급전화(역무실) : 02-6110-2271
114,2,2호선,서울대입구,시청,시청,승강기 위치는 6번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면으로 이동하신 후 개찰구를 통과하십시오.      우측 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@봉천7동사무소,낙성대,하나은행||,||2@서울법학원,축협,||,||3@서울대학교,관악구청,경찰서,소방서,||,||4@봉천전화국,동화은행,중소기업은행||,||5@제일은행,로얄웨딩홀,(주)대봉애드컴지하철문화정보||,||6@중앙시장,봉천10동사무소,||,||7@봉천고개,주택은행,신한은행,국민은행,||,||8@원당초등학교,외환은행,봉천6동사무소||",긴급전화(역무실) : 02-6110-2281
112,2,2호선,신림,시청,시청,승강기 위치는 7번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면으로 이동하신 후 개찰구를 통과하십시오.      승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@신림지구대||,||2@서원동주민센터, 신안아파트, 청암두산위브아파트||,||3@서울대방면, 관악종합시장, 동부아파트||,||4@신원동주민센터, 금천세무서(관악별관), 남서울중학교, 국제신학대학원대학교, 기업은행 신림역지점, 한국원자력문화재단(에너지체험관)||,||5@난곡방면, 금천경찰서, 국민건강보험공단 관악지사||,||6@신림동주민센터, 보라매공원, 시립보라매병원, 패션문화의거리, 전문건설회관, 한국가스안전공사 서울남부지사, 관악노인종합복지관||,||7@보라매공원, 시립보라매병원, 시립신림청소년쉼터||,||8@보라매동주민센터, 당곡지구대, 관악우체국||",긴급전화(역무실) : 02-6110-2301
100,2,2호선,합정,시청,시청,"승강기 위치는 3번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오.",Y,"||1@망원동방면, 영진종합시장||,||2@서교동방면, 양화로||,||3@서교동방면, 서울특별시늘푸른여성지원센터, 마포평생학습관, 서울시사회복지공동모금회, 서교예술실험센터, 홍익지구대, 한강시민공원(망원지구)||,||4@서교119안전센터, 서교우체국||",긴급전화(역무실) : 02-6110-2381
116,2,2호선,사당,시청,시청,"승강기 위치는 14번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@예술의전당 방면, 한전사당변전소, 사당공영주차장, 방배종합사회복지관, 서울까리따스 알코올상담센터, 서울특별시 노인학대예방센터, 교육과학기술연수원||,||2@방배우성아파트, 방배래미안아파트||,||3@과천방면,남현동,대공원||,||4@상업은행,사당초등교,등기소||,||5@과천.안양.수원 방면, 서울대공원 방면, 남현동주민센터, 남현파출소||,||6@중앙선거관리위원회 관악청사, 서울시교통문화교육원, 상록보육원, 수경공원, 서울시립미술관 남서울분관, 사당초등학교, 사당아파트||,||7@까치고개, 낙성대방면, 관악시장, 남사초등학교, 남성중학교||,||8@사당동, 한국전력공사 남부지점, 사당우체국, 서울신용보증재단 사당지점, 사당1동주민센터||,||13@방배경찰서, 남태령지구대, 방배노인종합복지관, 방배시장, 이수초등학교, 이수중학교||,||14@서울메트로, 방현초등학교, 동덕여중.고교, 방배래미안타워||",긴급전화(역무실) : 02-6110-2261
113,2,2호선,봉천,시청,시청,승강기 위치는 4번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@서울대입구 방면, 관악초등학교, 영락고등학교, 제일종합시장, 영림중앙시장, 청룡동주민센터, 영락유헬스고등학교||,||2@청룡동||,||3@신림동방면, 봉림중학교, 대경아파트, 현대성우아파트, 무학아파트||,||4@은천동 주민센터, 은천동우체국, 봉일시장, 삼성아파트, 실로암시각장애인복지관, 선의관악종합사회복지관, 관악어린이창작놀이터||,||5@은천초등학교||,||6@서울관광고등학교, 현대시장, 두산아파트, 관악구선거관리위원회||",긴급전화(역무실) : 02-6110-2291
305,6,6호선,역촌,응암,봉화산,승강기 위치는 역촌역 4번출구에 있습니다.    4번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 있습니다.    엘리베이터를 이용하시어 지하4층 승강장으로 내려오십시오.    지하4층 승강장에 내리시면 불광역 방면 승강장입니다.,Y,"||1@역촌제1동, 역촌1동사무소, 역촌1파출소, 서부종합시장||,||2@대조동, 역촌사거리||,||3@은평구청, 은평구보건소, 은평문화예술회관, 녹번초등학교||,||4@서부경찰서, 은평우체국, 한국담배인삼공사서부지점, 서대문세무서별관||",긴급전화(역무실) : 02-6311-6111
439,13,9호선,증미,개화,신논현,,Y,"||1@이마트, 가양3동 주민센터, 가양9단지 아파트, 강서구청 가양동 별관, 강서구 선거관리위원회||,||2@이마트, 우림블루나인 빌딩,  세현고등학교||,||3@하이마트, 서울축산농협, 기업은행 염창점, 백석초등학교||,||4@강서소방서, 강서겨찰서, 등촌119센터, 등촌1동 주민센터||",긴급전화(역무실) : 02-2656-0908
446,13,9호선,여의도,개화,신논현,,Y,"||1@사학연금회관, 광장아파트||,||2@여의도공원, 금융감독원, 전경련회관, 한국투자증권||,||3@IFC몰, 서울국제금융센터, 여의도환승센터||,||4@중소기업진흥공단, 교보증권||,||5@교원공제회관, 여의도우체국, 한국거래소, 여의도백화점, MBC, 여의도종합상가||,||6@미성아파트, 윤중초,중학교, 아일렉스상가||",긴급전화(역무실) : 02-2656-0915
434,13,9호선,김포공항,개화,신논현,,Y,||4@김포공항 국내선 주차장||,긴급전화(역무실) : 02-2656-0902
334,7,7호선,총신대입구(이수),장암,온수,승강기 위치는 8번출구 쪽에 있습니다.    승강기를 이용하여 지하2층 대합실로 내려가십시오.    개찰구 통과 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@서문여중고교, 반포방면||,||2@방배초등학교, 사당방면||,||3@방배4동파출소, 서문여중고교  ||,||4@방배4동사무소, 방배초등학교 ||,||5@사당로, 이수중학교 ||,||6@방배경찰서, 방배제2동사무소||,||7@사당우체국, 사당1동파출소 ||,||8@중앙시장, 남사초등학교||,||9@사당4동사무소, 사당시장, 케어베이비||,||10@삼일공원, 남성초등학교||,||11@사당3동파출소, 청소년회관||,||12@사당2동파출소, 남성시장||,||13@사당우체국, 총신대입구||,||14@경문초등학교, 동작초등학교||",긴급전화(역무실) : 02-6311-7361
433,13,9호선,개화,개화,신논현,,Y,"||1@개화 2 치안센터, 개화 119 안전센터방면||,||2@개화역 광역 환승센터||",긴급전화(역무실) : 02-2656-0901
437,13,9호선,양천향교,개화,신논현,,Y,"||1@양천초등학교||,||2@양천향교||,||3@가양1동 주민센터||,||4@가양역||,||5@동양초등학교||,||6@강서우체국||,||7@발산역||,||8@마곡지구(미개발)||",긴급전화(안전관리실) : 02-2656-0906
438,13,9호선,가양,개화,신논현,,Y,"||1@허준박물관, 홈플러스(가양점), 공진 초등학교||,||2@우성아파트,||,||3@가양 5단지 아파트, 가양대교||,||4@가양 6,7,8단지 아파트, 가양대교||,||5@경서중학교, 강서구 견인차량보관소||,||6@현대프린스텔, 강서소방서||,||7@홈플러스(강서점), 다이소,||,||8@마포중학교, 경복여자고등학교,경복비지니스고등학교, 강서구청, 강서경찰서||,||9@삼부르네상스오피스텔,||,||10@SBS공개홀, 등촌자동차매매시장, 그레이스힐,등원초등학교||",긴급전화(역무실) : 02-2656-0907
445,13,9호선,국회의사당,개화,신논현,,Y,"||1@국회도서관, 여의도순복음교회, 서강대교방면||,||2@국회의사당 교차로, 한국신용정보평가원, 현대캐피탈빌딩||,||3@국민은행, 국민일보, 대한주택보증, 여의도광장우체국, 여의도공원, 중소기업중앙회,    하나은행, 한국산업은행, 한국수출입은행, kdb산업은행||,||4@더&#49406;아일랜드파크 , 잠사회관, 한국방송공사우체국, 한국장애인연합회, KBS홀||,||5@광복회관, 국가보훈처, 삼환까뮤빌딩, 의원회관, 한국스카우트연맹, KBS방송기술연구소||,||6@국회의사당||",긴급전화(역무실) : 02-2656-0914
447,13,9호선,샛강,개화,신논현,,Y,"||1@대한지적공사||,||2@한국방송공사별관, 원효대교방면||,||3@여의도 동주민센터, 앙카라 공원, 대한생명 63빌딩||,||4@윤중초,중학교||",긴급전화(역무실) : 02-2656-0916
451,13,9호선,동작,개화,신논현,,Y,"||1@동작주차공원, 동작대교카페, 한강진입로||,||2@동작주차공원||,||3@방배동방면, 3~4번 출구||,||4@국립현충원(정문)||,||5@흑석동방면||",긴급전화(역무실) : 02-2656-0920
457,13,9호선,마곡나루,개화,신논현,,Y,||1@가양1동방면||,긴급전화(역무실) : 02-2656-0905
301,6,6호선,응암,응암,봉화산,"승강기 위치는 신사오거리 주변 4번출구에 있습니다.    4번출구 엘리베이터를 이용하시어 지하1층 대합실에서 내리십시오.    지하1층에 내리셔서 직진하시면 좌측에 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 대합실로 내려가십시오.    지하2층 대합실에서 직진하시면 개찰구가 보입니다.    개찰구에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하3층 승강장으로 내려오십시오.    지하3층 승강장에 내리시면 새절, 역촌, 구산 방면 승강장입니다.",Y,"||1@신사제1동, 신사1동사무소||,||2@역촌제2동, 역촌초등학교, 서울기독대학교||,||3@역촌제1동, 은평우체국, 서부경찰서, 서부종합시장||,||4@응암제1동, 신진공업고교, 응암3동사무소, 응암시장||",긴급전화(역무실) : 02-6311-6101
308,7,7호선,도봉산,장암,온수,승강기 위치는 2번출구 쪽에 있습니다.    우측방향에 있는 승강기를 이용하여 승강장으로 가십시오,Y,"||1@시민아파트, 도봉1동, 도봉산, 한신아파트 ||",긴급전화(역무실) : 02-6311-7101
185,4,4호선,충무로,당고개,오이도,승강기 위치는 7번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측에 있는 개찰구를 통과하신 후      승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@퇴계로5가방면, 필동주민센터, 동국대학교||,||2@남산방면, 필동주민센터, 한국의집, 남산골한옥마을, 서울남산국악당||,||3@퇴계로2.3.4가방면, 필동주민센터, 한국의집, 남산골한옥마을, 서울남산국악당||,||4@중부세무서, 서울소방재난본부, 서울종합방재센터, 교통방송, 매일경제미디어센터, 서울시티투어버스타는 곳, 서울유스호스텔, 남산케이블카, 서울남산국악당, 남산골한옥마을, 서울산업통상진흥원서울애니메이션센터||,||5@명동방면, 중부경찰서, 근로복지공단 서울지역본부, 국민연금 종로중구지사||,||6@을지로방면, 충무로119안전센터||,||7@인현동1가, 을지로방면||,||8@퇴계로5가방면, 중구청, 을지로4가우체국, 을지로방면, 인현동1가||,||9@국민은행,진양상가,삼풍상가||",긴급전화(역무실) : 02-6110-4231
270,6,6호선,화랑대,응암,봉화산,승강기 위치는 화랑로 주변 1번출구에 있습니다.    1번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 좌측으로 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 봉화산 방면 승강장입니다.,Y,"||1@태릉사거리, 공릉소방파출소||,||2@공릉제2동, 공릉2동사무소||,||3@공릉제2동, 태릉초등학교, 공릉중교||,||4@서울여자대학교, 육군사관학교, 태릉선수촌, 삼육대학교||,||5@근린공원||,||6@중앙구립정보도서관, 중랑구민체육센터||,||7@묵제1동, 원묵초등학교, 원묵중교, 태릉고교||",긴급전화(역무실) : 02-6311-6461
154,3,3호선,약수,대화,수서,승강기 위치는 3번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@장충초등학교||,||2@신당2동치안센터||,||3@신당4동주민센터, 청구초등학교, 신당우체국, 약수하이츠아파트||,||4@금호터널, 중구정신보건센터, 중구시설관리공단||,||5@약수시장, 남산타운아파트, 약수지구대, 중구청소년수련관, 서울방송고등학교, 서울청소년수련관||,||6@기업은행 약수동지점||,||7@장충초등학교,고영우산부인과,||,||8@외환은행,유유산업,||,||9@신당종합사회복지관, 장충.중고교, 장원중학교, 신당2동주민센터||,||10@장충체육관, 신당2동주민센터||",긴급전화(역무실) : 02-6110-3331
161,3,3호선,교대,대화,수서,승강기 위치는 5번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후 다시한번 좌측으로 이동하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@반서파출소,서초종합시장,||,||2@교대부속초등교||,||3@서울교대||,||12@반서치안센터||,||13@서초1동, 서초1동주민센터, 서울교육대학교, 서울교대부설초등학교||,||14@서초3동, 남부터미널 방면||",긴급전화(역무실) : 02-6110-3401
183,4,4호선,동대문,당고개,오이도,승강기 위치는 9번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면에 있는 개찰구를 통과하십시오.      우측에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@제일은행,이스턴호텔,||,||2@외환은행,거평프레아,||,||3@한일은행,중소기업은행,||,||4@국민은행(자동화코너),금자탑학원,||,||7@창신동, 청계천6가, 동대문(흥인지문), 남평화상가, 신발도매상가, 신평화의류상가||,||8@청계천5가방면, 동대문종합시장, 중고서적상가, 평화시장, 서울관광안내소, 적십자 헌혈의 집||,||9@종로5가, 동대문쇼핑타운, 동대문종합시장, 기업은행 종로6가지점||,||10@종로5,6가, 한방약국가||",긴급전화(역무실) : 02-6110-4211
184,4,4호선,동대문역사문화공원,당고개,오이도,승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면 연결통로를 통과하여 4호선 방향으로 이동하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@광화문,한일은행,경동교회||,||2@파출소,광희B/D,상업은행,벽산B/D,쌍림B/D,외횐은행,제22지구의료보험조합||,||3@우체국,을지전화국,||,||4@광희문, 광희동2가, 장충동주민센터, 장충체육관방면||,||5@광희동주민센터, 장충단길, 퇴계로방면, 한국교육학술정보원||,||8@광희동1가, 을지로6가우체국||,||9@광희동2가||,||10@신당동 방면||",긴급전화(역무실) : 02-6110-4221
454,13,9호선,고속터미널,개화,신논현,,Y,"||1@고속버스터미널 (경부선/영동선), 신세계백화점||,||8@(8-2)반원초등학교, 뉴코아 백화점, 신반포2,4차 아파트||,||8@(8-1)반포한강공원, 신반포 한신6차, 우성아파트||",긴급전화(역무실) : 02-2656-0923
456,13,9호선,신논현,개화,신논현,,Y,"||1@반포IC||,||2@논현역 방향||,||3@논현초등학교,  베스트웨스턴프리미어강남호텔||,||4@역삼동 방면,  CHA 의과대학교 강남차병원,  노보텔앰배서더강남,  호텔리츠칼튼서울||,||5@역삼동 우체국,  국립어린이 청소년도서관||,||6@강남역 방면||,||7@서초4동주민센터||",긴급전화(역무실) : 02-2656-0925
336,7,7호선,숭실대입구,장암,온수,승강기 위치는 2번출구 쪽에 있습니다.    승강기를 이용하여 지하2층 대합실로 내려가십시오.    개찰구 통과 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@상도제5동, 봉천동방면||,||2@상도제1동||,||3@숭실대학교, 상도동||,||4@봉천동방면, 상도여중학교||",긴급전화(역무실) : 02-6311-7381
339,7,7호선,신대방삼거리,장암,온수,승강기 위치는 2번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    정면에 있는 승강기를 이용하여 지하2층 대합실로 내려가십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@상도제3동, 성대시장 ||,||2@보라매병원, 상도제3동사무소, 상동소방파출소||,||3@동작우체국, 신대방제2동사무소, 신대방제2동파출소||,||4@대림초등학교, 서울공업고등학교, 강남중학교||,||5@대방동, 성남중고교||,||6@상도제3동, 상도제3동파출소, 강남여중교, 상도제3동우편취급소||",긴급전화(역무실) : 02-6311-7411
